FlightNumber,OriginCode,DestinationCode,Distance,DepartureTime,Price
SY 8115,ATL,KMG,13451.44,20:09:37,1955
WN 6417,MAN,SAW,2729.27,14:17:28,632
WN 6418,AGP,XIY,9518.05,12:14:45,1346
SY 9448,SIN,SFO,13581.07,04:46:46,2007
B6 1050,IAH,VIE,9007.36,08:23:41,1109
WN 6412,HAK,VIE,8651.52,01:17:05,1007
WN 6415,ARN,AUH,4834.76,14:19:14,890
DL 4872,PHX,TAO,10556.80,10:41:04,1662
AA 7077,DXB,LIS,6137.91,02:01:49,1222
B6 1029,IAH,BOG,3585.12,14:15:30,493
DL 4876,AMS,JNB,9017.39,20:01:20,984
DL 2211,SZX,LIS,10968.41,09:47:16,1288
DL 2216,MUC,DCA,6821.74,08:09:06,799
DL 3547,BNE,CLT,14867.92,13:23:59,2599
DL 4877,PHX,AUH,13427.09,12:41:47,3820
DL 3539,FCO,DTW,7427.23,23:32:23,1150
SY 8100,SAW,AGP,2948.98,01:43:43,412
DL 2209,WUH,BOM,4339.02,12:24:48,593
F9 5098,BLR,WUH,4213.09,08:14:55,603
B6 2357,CGK,PER,3029.05,03:24:55,503
SY 9434,AYT,DOH,2357.40,07:53:03,498
AS 4085,DMK,LHR,9547.87,14:31:35,2180
SY 8101,LGW,PHX,8499.14,22:03:27,1348
AS 4082,BLR,DTW,13556.21,03:23:36,1873
B6 3686,NKG,IAH,12260.05,16:36:25,1792
SY 9433,IAD,SFO,3883.40,11:14:01,628
AS 4088,SZX,NRT,2950.15,20:42:50,476
WN 5114,FCO,AMS,1296.86,13:42:55,227
WN 7776,DXB,NRT,7979.38,12:36:25,1290
WN 6446,ZRH,SEA,8438.68,07:39:20,1545
WN 7777,BOM,CPH,6411.06,09:20:04,862
WN 6447,ARN,ATL,7468.04,10:29:46,993
DL 4860,EWR,AGP,5902.77,00:30:10,960
AA 7061,MSP,MCO,2110.58,04:00:47,387
DL 3531,DOH,SEA,11905.66,10:09,4068
DL 2206,GRU,DTW,8223.67,08:53:16,889
AA 7060,BLR,EWR,13359.83,23:57:38,1574
B6 3695,MNL,OSL,9666.77,21:07:11,1088
WN 6430,DEN,ORY,7842.89,17:06:26,896
B6 1030,DMK,BCN,9685.45,07:02:10,1452
DL 4859,ICN,LAX,9626.80,14:42:48,1275
WN 5101,YYZ,GRU,8193.54,00:36:39,970
SY 9421,TAO,DFW,11401.19,02:18:40,1510
B6 2366,DFW,MAN,7426.22,03:03:43,946
WN 6438,ATL,MSP,1459.62,06:37:51,595
AS 4076,MAN,LGW,283.06,16:29:18,194
WN 6436,FLL,MAN,6924.71,15:07:26,1071
WN 7767,EWR,SHA,11863.86,13:20:59,1356
AA 7095,ICN,HGH,976.26,21:46:23,194
AA 7097,SFO,BOM,13510.38,18:13:49,1491
G4 2747,ATL,CMB,15183.71,12:28:50,1768
DL 4814,SFO,MEX,3028.89,00:30:48,393
WN 7794,RUH,IAD,10841.75,23:51:42,1785
WN 7795,OSL,YVR,7175.18,19:07:45,967
B6 1088,JED,ZRH,3960.67,19:55:02,487
SY 8166,FLL,MCO,286.05,19:22:41,370
SY 8165,JFK,DCA,342.54,03:11:26,121
DL 4804,MEX,AYT,11839.95,11:57:27,1382
WN 7790,DTW,SHA,11470.40,21:16:02,1363
AS 5393,CPH,MAN,994.28,10:40:34,184
WN 6460,CTU,BWI,12287.40,16:45:44,1350
WN 7791,SHA,MNL,1856.05,19:58:29,298
AS 5392,NKG,CJU,740.83,04:56,266
SY 9499,HGH,MUC,8773.29,08:50:46,1082
AS 4067,HEL,ATH,2489.66,16:40:12,349
B6 1080,AMS,AGP,1883.98,05:38:04,324
WN 5136,SEA,ATL,3504.75,12:50:45,515
WN 7798,BCN,ORD,7094.14,02:02:31,3221
WN 7799,KIX,PHX,9717.90,05:03:38,1611
B6 1082,BKK,PMI,9712.48,08:21:59,1188
AA 7088,FRA,ATL,7408.55,08:54:06,976
AA 7083,LGW,JFK,5568.95,10:00:36,1292
AA 7085,ORY,DUB,796.86,14:59:47,187
G4 2736,SEA,BOG,6598.39,01:13:51,1296
DL 4803,KUL,MUC,9774.64,20:44:49,1395
G4 2738,SZX,CPH,8615.24,13:55:06,1031
G4 1407,LIS,MCO,6612.25,02:54:37,766
DL 4801,BOS,DFW,2508.97,23:58:16,409
WN 5120,LHR,MAD,1243.18,21:55:28,366
B6 1099,PHX,MIA,3168.14,02:50:53,483
WN 5124,DFW,PHX,1393.22,06:41:33,190
WN 7781,ARN,MAD,2598.95,20:58:04,312
WN 7782,MIA,JNB,12971.48,09:08:02,1425
WN 5126,EWR,DOH,10790.47,06:11:23,1267
AS 5384,MAD,ORD,6744.35,00:36:14,1198
B6 1094,LIS,FCO,1838.89,13:26:05,400
WN 7789,KMG,LGW,8712.39,00:13:41,1019
AS 4057,FRA,PVG,8858.01,14:48:30,1395
DL 3500,MNL,HEL,8938.12,16:48:45,1317
WN 5160,PVG,HEL,7394.00,14:11:13,966
DL 3502,MIA,BCN,7544.39,16:46:33,839
SY 8142,VIE,BNE,15634.71,14:43:25,2036
B6 1066,AUH,BCN,5167.58,06:02:46,1075
WN 5157,YVR,PER,14813.80,11:32:10,1704
AS 5371,PHX,DEN,967.55,11:49:43,345
WN 6482,SEA,MUC,8477.44,11:24:29,3738
SY 9477,HKG,SAN,11837.92,11:21:10,1366
AS 5376,HGH,ATL,12447.89,00:10:23,1721
AS 4042,HEL,GRU,11296.15,14:19:03,1255
AS 5374,DCA,NKG,11994.96,11:13:18,2146
AS 5373,ATL,TPE,12944.81,18:58:09,1423
WN 5158,BKK,DMK,29.19,22:00:46,240
AS 4048,ATL,MAD,6959.85,11:15:36,828
AS 5378,MEX,MCO,2060.31,00:21:30,344
G4 2710,CAN,SFO,11079.96,10:49:36,1349
WN 6480,LIS,ATH,2870.15,04:56:08,603
G4 2716,BKK,ICN,3666.37,16:10:56,813
DL 4817,TPA,EWR,1606.73,02:23:05,372
SY 8133,NKG,HGH,225.28,00:01:15,171
B6 1074,ORD,DXB,11641.07,22:57:10,1852
SY 9462,LAX,DUB,8318.07,01:52:06,1070
SY 9467,LAS,KUL,14248.82,10:54:03,2476
SY 8135,LGW,HND,9611.64,11:57:48,3561
WN 5146,PVG,ORY,9297.74,05:40:53,1171
WN 6472,MAN,DEL,6816.44,00:41:17,875
AS 5364,CMB,AUH,3300.11,00:04:28,487
AS 5369,PER,YYZ,18129.15,16:54:12,2907
WN 6479,SFO,FRA,9147.89,10:05:30,1420
AS 5359,SHA,DCA,11997.09,17:01:48,1748
G4 2783,CDG,TPE,9786.01,19:56:16,1752
G4 2784,KMG,GRU,16895.07,16:33:33,1786
G4 1454,AUH,SFO,13107.98,05:16:07,1468
G4 1456,BNE,MUC,15963.20,08:22:07,1702
B6 3626,LGW,HKG,9633.49,17:56:21,1024
B6 4957,SEA,DFW,2667.82,08:58:57,443
UA 6192,SEA,MXP,8619.46,20:02:35,1718
UA 6193,SIN,VIE,9704.59,13:24:18,1917
B6 4952,DEL,DXB,2183.07,07:15:47,373
G4 0129,MAN,AYT,3130.43,05:06:37,504
G4 0125,KMG,CGK,3485.97,15:41:36,401
AS 5354,LIS,CGK,12657.79,09:51:40,1725
AS 6684,BLR,MAN,8171.02,19:24:38,880
AS 6682,IAH,LIS,7676.49,01:39:45,907
AS 5351,MAN,FCO,1677.43,11:12,387
G4 0121,MEX,AMS,9206.49,07:16:53,1165
AS 5358,MSP,SYD,14499.10,08:59:17,2367
G4 0120,ATH,MUC,1518.25,18:14:31,310
AS 6687,BOM,BLR,834.35,19:22:35,247
AA 9628,BOG,SYD,14325.72,18:21:55,2042
AS 4024,CLT,CJU,11857.08,05:08:58,1693
G4 2771,MEL,HAK,7346.15,14:07:51,924
DL 3590,TAO,DEL,4091.60,02:01:59,566
DL 2264,CGK,CDG,11548.47,02:13:21,1299
DL 2265,MAN,JFK,5361.88,23:53:28,1140
AA 9620,CJU,LGW,9256.36,07:52:16,1081
G4 1446,MXP,ATL,7634.22,22:19:09,882
UA 6189,LIS,HGH,10734.03,20:35,1169
B6 2306,SEA,SVO,8360.94,06:05:44,938
DL 3599,CKG,SEA,10137.90,16:25:14,1387
B6 3636,MXP,TPE,9621.48,10:15:51,1200
G4 2778,PEK,ATL,11537.81,10:29:46,1325
B6 3635,BOM,MCO,14046.33,00:47:21,2037
DL 2267,BOM,DTW,12774.39,00:04:26,1861
B6 2309,ARN,DUB,1624.75,22:40:16,259
B6 4962,ARN,EWR,6307.75,21:39:24,1212
SY 8198,SZX,MCO,14109.45,13:55:26,1973
B6 2300,TPE,IAD,12634.51,19:30:42,1999
AS 6672,ATL,DXB,12209.05,07:53:14,1944
G4 0111,FCO,MCO,8220.83,06:06:26,911
AS 6678,HKG,PVG,1255.81,03:22:59,214
G4 0110,AYT,SAN,11589.51,15:54:07,1513
AS 6675,PER,DOH,9329.63,13:19:04,1118
AS 5344,CAN,HEL,7674.07,01:06:05,882
AS 4008,ATH,NBO,4564.19,04:42:25,692
AS 6669,RUH,CAN,6686.44,00:02:37,853
G4 2761,SZX,BWI,13055.66,20:46:11,1497
AS 4007,MCO,BKK,15326.19,12:08:16,1685
AA 8322,ZRH,MEL,16327.98,06:49:11,1734
G4 1433,MAD,ZRH,1238.49,09:06:53,272
G4 2765,EWR,JFK,33.86,10:30:34,86
DL 2296,OSL,ORY,1392.14,05:11:52,294
G4 2766,XIY,NKG,988.18,03:23:34,261
G4 1436,ATH,GRU,10020.14,12:03:02,1228
G4 1438,ORD,MEL,15556.12,16:04:13,2572
B6 3608,EWR,YYZ,558.43,20:59:17,249
B6 3607,HNL,CJU,7427.00,02:58:49,921
G4 0109,CJU,BOG,15243.48,07:07:12,1970
B6 4930,SAW,DTW,8567.01,17:44:02,1351
SY 8189,EWR,NBO,11868.32,18:25:04,1417
AS 5331,CTU,SVO,5853.02,22:44:01,918
AS 5330,LAS,CTU,11553.77,23:32:48,1402
AS 7998,YVR,AYT,10104.12,03:57:15,1461
AS 6667,LGW,PHX,8499.14,07:48:02,1206
AA 8319,DOH,IAH,12931.75,12:24:42,1527
AS 7994,ATH,WUH,7989.19,21:17:06,884
DL 2282,PER,SVO,12246.23,07:51:24,1474
AS 5329,MUC,LGW,912.41,06:18:20,248
AA 9646,HND,SAW,8947.74,03:52:57,979
DL 2284,BCN,SHA,9830.59,13:47:17,1149
AA 8310,PVG,NRT,1795.97,10:23:08,356
DL 2288,PHX,AUH,13427.09,07:18:05,2745
G4 1426,MAD,YYZ,6057.72,03:08:07,723
B6 3612,CKG,SZX,1063.15,18:37:20,231
G4 1427,PHX,CLT,2847.93,17:44:20,500
G4 1429,AYT,BKK,7326.70,16:09:21,866
SY 8173,SFO,SHA,9904.47,11:20:32,1582
B6 4940,DEL,MSP,11790.03,21:09:15,2128
SY 8178,BNE,SAW,14724.70,04:58:38,1522
AS 7985,CTU,YYZ,11777.21,09:54:49,1425
AS 6651,JED,DXB,1699.13,08:15:33,408
AS 6656,CKG,PHX,11900.88,05:49:20,1266
AS 6655,HGH,DXB,6341.52,01:57:02,865
AA 8308,LHR,ICN,8861.34,23:39:57,951
AS 7983,ATH,JNB,7139.00,01:13,857
AS 6649,HEL,BOG,10051.71,07:23:47,1482
G4 1493,SIN,AUH,5885.79,09:47:39,651
AA 7014,WUH,SAW,7435.56,20:26:09,882
AS 6648,KMG,LAX,12151.95,05:03:10,1652
AA 8348,DFW,BKK,14500.55,05:13:48,1938
G4 1496,NRT,HEL,7828.94,07:57:57,1022
AA 9673,RUH,BCN,4475.01,22:35:28,780
AS 7977,FCO,AGP,1546.85,15:11:34,255
AS 7978,DCA,MAD,6097.97,07:19:23,824
DL 4892,HEL,MEL,15186.01,07:18,1718
DL 3566,SEA,TPA,4051.00,05:18:44,603
B6 1008,EWR,BCN,6177.21,15:10:39,767
DL 3567,HNL,VIE,12275.40,06:58:26,1463
B6 2338,MEX,GRU,7433.06,00:36:56,1078
B6 3669,MIA,TPE,13904.12,02:47:05,3170
B6 4998,PHX,BOG,5051.58,17:41:32,753
DL 3568,FCO,MIA,8328.70,13:59:48,1470
B6 2331,YYZ,MXP,6611.13,14:39:52,851
B6 4997,BKK,FLL,15592.61,00:39:48,1611
B6 3665,CKG,JFK,12191.23,09:38:38,1328
B6 1001,OSL,CJU,8057.13,15:04:08,1923
WN 7715,DTW,ORY,6362.40,04:16:33,710
AS 6645,FRA,CJU,8904.12,09:47:35,1103
AA 9666,SZX,BNE,6983.25,12:12:01,937
AS 6638,BKK,ATL,14723.61,21:47,1712
AS 6637,LAS,ORD,2431.39,20:16:31,556
AS 5306,PMI,PVG,9952.10,08:43:03,3156
AA 9665,DTW,SEA,3092.98,14:09:12,456
AS 6636,PER,HND,7904.91,16:01:23,941
G4 1486,MAN,LHR,243.13,14:04:52,268
AA 7000,PMI,EWR,6316.12,17:53:21,845
DL 3552,VIE,DTW,7281.49,21:39:37,968
AA 8330,CPH,IAD,6538.28,21:01:11,1065
AA 9664,AMS,BKK,9206.64,16:02:24,1606
WN 7709,DEN,PER,16283.90,22:07:07,1812
DL 4887,BCN,IST,2219.82,17:41,482
DL 2228,DEL,DTW,11894.66,18:41:35,1329
DL 4888,BLR,LIS,8823.32,17:28:50,1018
B6 2345,IAD,SHA,11976.01,02:31:45,2007
B6 3674,HNL,HND,6192.05,14:31:28,685
AS 7965,CDG,XIY,8225.90,05:55:36,1605
AS 6633,FRA,HNL,11969.51,11:31:24,2430
AA 7036,CDG,JFK,5833.48,23:43:20,647
DL 3580,KMG,MEX,14540.06,06:45:58,3001
AS 7959,AGP,SFO,9576.93,13:20:59,1069
G4 1472,SAN,NKG,10741.95,22:48:27,2180
AS 7955,LHR,MNL,10766.74,18:48:05,1280
DL 2253,ATL,GRU,7510.60,02:21:26,1491
AA 7033,AGP,ATL,7050.56,02:31:57,868
G4 1477,CTU,AYT,6690.15,02:09:24,871
AA 7035,FCO,CLT,7725.79,17:14:21,831
G4 1478,NRT,DOH,8297.97,19:07:22,1464
DL 2257,BKK,HNL,10592.82,23:34:03,1219
B6 3647,MIA,MCO,309.97,12:44:20,151
DL 3586,BNE,SHA,7334.27,14:08:33,813
B6 3646,TPA,MIA,329.17,03:07:21,585
AA 8362,MAD,SVO,3418.58,05:44:19,464
AA 7031,RUH,AYT,2010.31,16:04:42,314
B6 3645,FLL,ZRH,7813.49,00:19:05,1740
B6 3640,SIN,SAN,14269.43,17:37:43,1670
B6 2313,SYD,SFO,11949.55,12:29:29,1325
G4 0147,LHR,PMI,1348.07,10:23:28,264
G4 0146,MSP,LHR,6443.22,23:10:25,724
WN 6407,TPE,YVR,9591.94,11:02:25,1125
WN 7738,MUC,TAO,8233.76,16:38:59,1020
AS 7954,LAX,DOH,13346.69,16:13:40,1574
G4 0144,CAN,LGW,9498.34,01:16:43,1082
G4 0142,IST,DFW,10075.91,15:59:28,1255
WN 6403,CLT,CPH,7055.39,11:35:37,1848
AS 7950,DXB,AMS,5168.46,07:18:28,961
AS 6616,SZX,MEL,7450.20,22:19:04,906
G4 2791,CGK,DTW,15882.72,21:04:53,1822
AA 9688,DFW,AUH,12969.45,04:48,1382
G4 1461,DFW,DEN,1031.30,17:42:33,286
AS 6614,AGP,DFW,8102.61,13:07:46,1673
G4 2794,TPE,DUB,9932.59,20:47:29,1189
AA 8352,ICN,KIX,860.45,20:16:20,180
AA 9686,DFW,CLT,1503.33,09:28:07,204
AS 6618,IAD,ICN,11173.56,16:47:47,1833
AS 6617,DEN,TPE,11369.69,08:49:43,1334
DL 2241,NKG,HNL,8167.25,19:22:02,968
AA 8354,CAN,BOS,12689.75,15:22:15,1409
DL 3577,DFW,HKG,13052.42,04:55:43,1761
B6 2328,SAW,LHR,2550.81,22:45:36,449
B6 2327,ATL,BLR,14473.44,02:06:38,1517
DL 2247,HND,CDG,9707.48,01:40:58,1596
AA 7020,JED,BNE,13380.33,03:22:49,1585
AA 9681,MXP,AGP,1485.77,09:27:10,243
B6 3656,CGK,BCN,11672.93,11:55:33,1281
B6 4989,GRU,TPE,18755.90,04:18:41,1986
DL 2248,MXP,ATL,7634.22,12:04:21,1003
B6 2329,LHR,HAK,9639.81,17:31:18,1202
B6 4983,AYT,ATH,616.23,14:32:26,1053
B6 4984,ORY,BCN,826.38,20:47:22,167
B6 3650,CMB,LIS,9423.65,17:25:11,1710
B6 3653,ORD,BWI,998.04,21:33:34,174
G4 0138,LIS,MUC,1983.23,01:57,510
G4 0134,HEL,CAN,7674.07,13:22:49,1717
NK 1098,PER,DEN,16283.90,09:16:47,1842
G4 0133,DFW,SFO,2352.00,16:10:29,325
AS 6612,LGW,HND,9611.64,13:10:05,1292
AA 7019,YYZ,DFW,1928.76,03:58:15,369
AA 8349,HND,HGH,1896.91,04:25:01,304
AS 6611,MSP,ZRH,7230.11,06:44:51,813
F9 8906,ZRH,SFO,9375.68,09:26:58,1165
AS 6725,PMI,MNL,11252.32,21:55:31,1234
NK 1094,AUH,MSP,11646.39,05:22:09,2079
NK 1093,ZRH,AYT,2165.57,17:05:48,464
UA 7568,IAD,MAD,6124.99,10:32:14,765
UA 6230,ATH,CLT,8796.45,18:47:19,1103
UA 7562,JFK,VIE,6804.87,22:16:54,818
NK 1088,SAN,KIX,9392.59,05:17:53,993
F9 8901,TPA,MSP,2105.06,07:42:55,497
NK 1087,MEX,SYD,12982.55,05:20:53,1882
NK 1081,LAS,IAD,3316.30,07:45:34,382
G4 0072,KMG,FCO,8228.25,07:33:51,1838
AS 6716,SZX,IAH,13385.71,04:54:32,1540
UA 6224,CKG,MUC,7922.27,11:32:51,939
G4 0079,TPA,HNL,7537.42,17:40:38,1788
G4 0078,DUB,CGK,12059.26,17:03:27,1811
F9 8927,BOS,HND,10803.65,16:53:45,1157
F9 8926,ATL,DFW,1174.74,05:09:53,291
UA 7581,DEN,EWR,2576.16,08:03:56,441
F9 8920,MUC,CJU,8848.77,20:43:12,1107
F9 8922,NKG,JED,7827.29,20:27:30,961
F9 7609,MXP,LAX,9695.78,00:02:30,1186
G4 0051,LIS,MCO,6612.25,05:03:05,802
UA 6246,NKG,MIA,13302.09,04:03:02,1758
UA 6247,IAD,SFO,3883.40,08:12:47,693
UA 7570,SVO,CGK,9313.20,10:09:59,999
F9 7600,ATH,FCO,1086.28,00:11:48,294
NK 1054,TPE,PMI,10410.92,07:35:57,2318
NK 1053,AMS,AYT,2654.66,16:50:48,510
G4 1382,DEN,MAD,8041.31,11:22:59,1513
NK 2383,BNE,IAH,13434.55,08:23:13,1515
UA 6277,BKK,PER,5326.65,09:29:19,700
B6 3701,YYZ,MUC,6639.88,01:20:12,876
UA 6272,PHX,YVR,1980.14,15:01:11,521
UA 6276,SAW,DUB,2986.63,01:54:57,388
NK 2376,HAK,DTW,12960.39,22:09:19,1476
F9 7612,MSP,DEL,11790.03,10:58:30,1395
NK 2374,PVG,ZRH,9031.41,10:33:12,1557
F9 7626,TAO,MEX,12570.37,17:55:54,1465
UA 7598,EWR,SIN,15336.80,04:53:40,1648
UA 7597,CTU,KMG,614.85,15:04:07,120
B6 3712,WUH,NKG,454.96,01:14:39,237
UA 6269,MAD,KIX,10676.15,08:33:17,1152
B6 3718,KIX,AUH,7684.32,16:42:04,913
UA 7592,SIN,GRU,15995.13,00:29:35,1765
NK 2365,LIS,BWI,5693.45,15:41:28,761
NK 2364,BWI,CLT,580.70,10:14:03,192
F9 7625,ATL,ORD,975.52,03:52:23,571
F9 8955,AYT,PHX,11295.46,14:41:50,1610
F9 8950,CDG,TPA,7359.66,14:26:42,788
NK 3693,BWI,DEL,12007.75,20:09:24,1252
NK 1035,AYT,AUH,2657.63,11:43:08,387
F9 7620,ATL,DEL,12830.65,17:16:01,1511
AA 9611,BNE,YVR,11845.59,13:55:23,1302
NK 3691,SYD,SIN,6293.43,08:46:13,724
F9 6306,MUC,DUB,1380.59,16:23:14,325
UA 6298,CTU,DEL,2648.60,14:37:40,525
NK 2354,TAO,CDG,8703.67,22:26:26,925
NK 3686,DEL,CAN,3649.96,18:56:42,553
F9 6303,MCO,KMG,14058.87,06:28:03,2368
AA 9609,DCA,PVG,11991.11,13:14:34,1975
NK 2358,CLT,BKK,14574.28,06:03:27,1689
NK 3683,MAD,JNB,8106.44,23:24:33,1135
F9 8960,SFO,PHX,1046.64,08:58:46,210
F9 7631,JNB,SFO,16978.74,01:49:51,2303
NK 2355,PMI,LIS,1026.61,07:46:51,466
AA 9602,MUC,NKG,8548.08,12:11:42,969
UA 6282,HGH,SYD,7831.93,02:43:22,1366
NK 3679,ORD,PER,17629.72,06:10:02,1884
F9 7646,MAN,AGP,1862.59,10:22:46,284
F9 6316,LIS,MXP,1652.02,19:06:39,290
NK 3671,LGW,FRA,629.16,04:55:57,311
NK 3674,ZRH,FLL,7813.49,19:00:37,1078
F9 7659,PVG,MIA,13262.19,14:52:12,1561
WN 5182,SYD,HAK,7381.03,16:08:36,880
NK 1006,LHR,CKG,8536.95,05:36:36,1906
NK 2337,AUH,GRU,12120.97,00:04:29,2133
NK 4999,GRU,LGW,9446.76,17:39:53,1020
NK 3669,BCN,KIX,10330.81,18:09:55,1276
F9 6324,AUH,RUH,805.37,00:26:25,341
NK 4997,DEN,DEL,12405.77,14:27:49,1387
UA 8802,CJU,RUH,7614.01,13:42:19,1362
WN 6498,JED,HAK,7344.01,04:45:33,1103
F9 7661,CGK,DTW,15882.72,19:10:21,1778
F9 6335,PHX,EWR,3424.38,06:43:46,775
F9 7666,TPE,XIY,1590.31,04:05:34,480
F9 7669,WUH,JED,7420.51,11:54:30,964
F9 5006,AMS,KIX,9240.20,16:31:31,1083
NK 4986,TPE,JFK,12544.48,09:09:48,3565
NK 2325,CJU,ZRH,9095.38,02:11:18,1345
NK 4980,DEN,YYZ,2111.92,16:34:05,389
F9 5001,YYZ,SIN,14995.24,12:18:10,2599
F9 8993,MAD,IAD,6124.99,06:09:18,958
NK 3651,DMK,PVG,2889.76,05:06:09,651
NK 2323,BOM,DEL,1137.05,12:56:11,342
F9 6334,MEL,HNL,8874.77,00:58:16,1096
NK 4983,EWR,AYT,8497.85,04:03:31,1058
NK 2322,DUB,CPH,1241.22,20:41:12,278
UA 8832,CPH,JED,4363.52,12:39:41,570
UA 8834,CDG,LHR,346.96,19:05:26,148
UA 7503,SFO,MCO,3929.50,11:03:21,507
UA 8833,SAW,CLT,8959.47,11:22:55,1248
UA 8836,CAN,ARN,8072.08,14:42:20,916
F9 7672,BNE,MEX,12693.21,16:21:33,1505
NK 3646,DTW,MXP,6951.61,10:52:36,1591
NK 4978,MUC,TPE,9265.38,12:10:18,986
DL 4907,LIS,SYD,18176.45,04:35:38,2014
F9 7678,FLL,BLR,15034.48,05:42:35,2455
NK 3644,TPE,CJU,1066.92,07:54:24,362
F9 7679,ZRH,LAX,9534.11,21:52:35,1004
F9 7674,CPH,ARN,546.92,19:07:02,252
F9 5014,TPA,BOG,2735.72,12:36:51,633
F9 6345,TAO,PVG,601.31,08:49:32,243
NK 3641,JED,EWR,10251.07,22:15:02,1158
UA 8821,DEN,AYT,10344.67,14:29:54,1260
UA 8820,JNB,KIX,13092.89,12:01:57,1446
DL 4901,BNE,DXB,11979.13,13:43:01,1350
WN 5190,TPE,SVO,7345.05,03:02:17,1196
WN 5185,AYT,CKG,6908.06,16:11:05,2691
WN 5183,ARN,SAW,2229.54,12:06:28,351
F9 7682,PVG,DUB,9364.45,15:37:51,1175
NK 3636,LHR,BOS,5240.38,08:34:35,1140
NK 2308,HEL,MUC,1574.93,05:15:24,253
NK 3631,BKK,NRT,4648.99,01:56:24,998
NK 4964,VIE,BOS,6505.05,21:57:24,804
F9 7685,MIA,LGW,7133.50,19:24:44,794
F9 5022,MNL,HEL,8938.12,07:30:46,1021
NK 2302,TPE,FLL,13881.40,03:07:20,1917
F9 7684,DUB,SAW,2986.63,09:28:18,367
F9 7687,BCN,CPH,1768.42,09:31:34,390
UA 8858,JED,ORY,4422.99,23:56:20,669
UA 8857,BNE,AUH,12010.78,01:17:15,1394
UA 7526,WUH,NBO,8871.79,05:19:05,1302
F9 7691,LAX,SZX,11644.76,16:34:25,1245
F9 6363,CMB,ATL,15183.71,01:11:58,2574
NK 4956,DXB,LGW,5472.73,21:53:05,810
NK 3625,JFK,MEL,16695.52,18:22:30,2351
SY 8203,BOS,DXB,10702.33,15:28:31,1253
UA 8850,BCN,MXP,720.79,07:07:11,912
SY 8202,BWI,DEN,2393.68,20:06:57,318
NK 3620,ATH,CMB,6560.00,22:38:57,864
SY 8207,CMB,DUB,9112.43,18:09:37,1033
NK 4953,BKK,YVR,11803.19,20:10:04,1390
SY 8209,DFW,SYD,13808.08,08:49:08,1443
NK 4950,MXP,DXB,4707.48,07:40:39,682
UA 8842,PEK,TPA,12193.17,14:40:02,1797
UA 7511,SIN,BWI,15508.34,20:57:28,1771
NK 3618,FLL,MAD,7077.26,13:07:44,879
F9 6372,XIY,DCA,11842.79,03:22:19,1331
NK 3619,KIX,CJU,813.38,17:15:08,220
F9 6374,DMK,BCN,9685.45,23:52:23,2290
F9 5043,KUL,PHX,14658.82,07:35:49,2128
NK 4945,CJU,TPA,12524.71,04:58:30,1309
NK 3615,ATH,MIA,9414.42,14:21:22,2015
NK 3610,SHA,NBO,9552.28,16:02:16,1310
NK 4943,DEL,FRA,6121.74,21:03:27,806
F9 6375,MAN,CTU,8353.20,22:47:30,1190
F9 5045,LIS,BKK,10706.08,19:55:15,1310
UA 6219,PVG,MXP,9144.22,22:10:32,1257
UA 7543,BKK,AMS,9206.64,13:06:31,1455
UA 6211,LAS,PEK,10030.17,03:06:02,1343
UA 8873,IAD,SIN,15531.11,08:35:38,1789
UA 6215,DEL,HAK,3502.44,18:23:11,433
UA 7548,FCO,YYZ,7085.21,07:01,913
NK 4935,AUH,BWI,11321.08,23:52:55,1687
SY 9510,AYT,KIX,8886.88,14:17:20,1223
SY 9516,ATL,ATH,9153.66,18:27:33,1252
F9 6386,JFK,BOG,3996.48,14:13:09,504
UA 7531,JNB,WUH,11103.45,20:34:04,1185
UA 7534,DUB,CTU,8572.27,15:01:28,1095
F9 5062,DUB,PMI,1686.29,01:44:58,370
F9 6393,ZRH,DMK,9025.00,09:11:55,967
F9 5063,PER,NRT,7948.23,07:32:21,1408
F9 6396,WUH,ICN,1346.91,13:19:43,312
NK 4922,TAO,NKG,525.99,11:53:33,178
NK 4921,MUC,TPA,8023.23,18:44:41,1160
F9 5068,HKG,CMB,4012.79,17:16:16,635
SY 9507,ARN,CTU,6947.68,21:22:45,910
AA 8268,CAN,HKG,136.28,12:43:43,125
DL 4971,CKG,DEL,2864.33,20:35:15,387
AA 9596,SIN,CPH,9967.99,15:39:14,1713
AA 9592,XIY,HNL,8976.86,14:28:45,1528
G4 3911,SAW,SZX,7939.93,13:13:34,1238
AA 8260,BOM,CGK,4642.99,04:18:53,582
DL 2310,MIA,VIE,8383.36,03:35:41,981
G4 3913,ATL,KUL,15918.20,19:32:58,1822
NK 4919,ARN,SHA,7751.69,04:07:20,932
DL 2314,HND,SZX,2889.51,21:18:34,971
DL 2315,NKG,DOH,6509.00,08:34:44,795
NK 4915,ARN,HGH,7798.20,14:37:45,993
DL 3638,MIA,PVG,13262.19,02:44:32,1761
NK 4917,KMG,BCN,9030.12,03:30:10,1145
SY 8245,MEL,YYZ,16252.16,06:22:05,1771
F9 5190,IAH,XIY,12417.42,08:09:08,1368
B6 1167,PER,IAD,18572.96,08:50:53,2082
WN 5216,ATL,NKG,12346.03,20:55:01,1666
WN 5214,FCO,CJU,9288.16,05:58:32,1451
WN 5219,NBO,BNE,12499.17,13:49:33,1339
AA 9585,SIN,DFW,15613.19,05:23:42,1711
AA 8250,ORY,JFK,5832.69,03:42:41,694
DL 3631,FLL,SAW,9615.20,06:46:55,1734
